Date (ISO Year Week),Country/Territory,Cost
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Canada,7236.597329
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Austria,3
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",United States,39338.18962
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Italy,34.24
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Denmark,11.57
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",France,73.61
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Switzerland,1.72
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Portugal,6.14
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Norway,3.59
"Jul 8, 2024 to Jul 14, 2024 (Week 28)",Sweden,1.94
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Singapore,60.54
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Sweden,22.31
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Switzerland,10.05
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Türkiye,68.01
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Canada,212.567367
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Thailand,22.57
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Poland,21.01
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Malaysia,158.15
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Vietnam,52.97
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",South Africa,653.3
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Finland,10.66
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Ireland,16.59
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",United Kingdom,212.02
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Japan,9.98
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",France,41.16
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Australia,82.31
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Germany,60.05
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Spain,59.33
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Philippines,235.6
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Indonesia,262.36
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Italy,41.88
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",Norway,21.42
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",United States,1787.219723
"Jul 5, 2021 to Jul 11, 2021 (Week 27)",New Zealand,36.44
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Thailand,115.7
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Canada,1420.52
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",United States,10938.15324
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Sweden,227.13
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Finland,33.7
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Italy,243.52
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Singapore,296.78
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Türkiye,244.67
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Malaysia,530.85
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Norway,54.11
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Vietnam,277.72
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Australia,1253.27
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Ireland,186.98
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Philippines,445.37
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Eswatini,1.2
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Germany,628.78
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Poland,154.48
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",South Africa,699.180234
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",New Zealand,274.81
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",France,215.19
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Switzerland,77.42
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Indonesia,524.07
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Japan,176.51
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",United Kingdom,1986.18
"Jul 4, 2022 to Jul 10, 2022 (Week 27)",Spain,314.43
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Spain,4.78
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",United States,42190.32643
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Italy,157.500238
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Austria,53.65
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Germany,330.76
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",United Kingdom,599.660574
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Canada,5082.502156
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Belgium,2.31
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Türkiye,3.62
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",France,105.8605
"Jul 31, 2023 to Aug 6, 2023 (Week 31)",Switzerland,105.96
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Spain,3.11
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",United States,60981.94219
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",France,772.226676
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Italy,1175.865422
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Austria,317.180557
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Germany,1892.015031
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Türkiye,0.57
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Canada,7502.378998
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",United Kingdom,7368.675248
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Sweden,1.6
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Belgium,6.2
"Jul 3, 2023 to Jul 9, 2023 (Week 27)",Switzerland,788.201614
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Iceland,5.33
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",United States,37293.63695
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Sweden,13.05
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Spain,31.54
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Belgium,5.46
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Portugal,13.92
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Norway,5.62
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Andorra,0.01
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Canada,5840.393699
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Germany,674.492778
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Netherlands,86
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Austria,1.72
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",United Kingdom,2789.166604
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Denmark,29.26
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Italy,113.05
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Israel,57.66
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Finland,1.65
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",Ireland,8.84
"Jul 29, 2024 to Aug 4, 2024 (Week 31)",France,236.539722
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Norway,15.37
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Türkiye,43.85
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",France,32.56
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Vietnam,19.09
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Germany,57.83
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Indonesia,162.26
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Ireland,22.99
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Canada,686.91
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",United Kingdom,156.75
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Singapore,33.96
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Japan,7.41
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Spain,34.15
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Italy,56.72
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Sweden,40.89
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",New Zealand,11.25
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Poland,8.8
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Finland,8.61
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Switzerland,15.54
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",South Africa,879.57
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Philippines,110.27
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Malaysia,60.42
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",United States,5281.72
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Thailand,32.94
"Jul 26, 2021 to Aug 1, 2021 (Week 30)",Australia,63.49
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Malaysia,53.19
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Ireland,217.23
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Japan,54.58
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",United States,20756.12588
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Isle of Man,11.66
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Norway,76.55
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Singapore,55.09
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",New Zealand,69.94
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Germany,815.9
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",South Africa,1214.088967
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Finland,52.57
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Indonesia,49.37
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Italy,528.1
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Australia,320.36
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Philippines,248.46
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Switzerland,178.08
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Vietnam,34.6
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Türkiye,548.89
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Thailand,47.63
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Spain,689.105622
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Canada,2700.79
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",United Kingdom,5214.42888
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Sweden,249.9
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",Poland,252.74
"Jul 25, 2022 to Jul 31, 2022 (Week 30)",France,480.89
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Switzerland,542.025496
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Luxembourg,1.55
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Türkiye,2.49
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Austria,210.807204
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Italy,1045.178588
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Poland,0.17
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Canada,4113.087019
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",United Kingdom,4548.552476
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Spain,8
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",France,579.643535
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Germany,1936.465552
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",United States,37286.10661
"Jul 24, 2023 to Jul 30, 2023 (Week 30)",Belgium,3.75
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Andorra,0.01
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Sweden,5.45
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Canada,7270.560226
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Switzerland,5.21
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",France,460.07
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",United States,37171.42825
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Finland,1.6
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Italy,162.503738
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Denmark,35.94
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Germany,621.192763
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Iceland,2.94
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",United Kingdom,2085.009316
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Portugal,24.82
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Norway,11.91
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Israel,55.93
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Spain,36.48
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Ireland,2.64
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Austria,19.679801
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Belgium,6.62
"Jul 22, 2024 to Jul 28, 2024 (Week 30)",Netherlands,35.54
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",France,54.43
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Türkiye,60.4
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Vietnam,48.13
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Australia,135.07
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Japan,15.7
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",United States,6196.471648
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Ireland,41.81
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Germany,80.05
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Malaysia,151.23
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Philippines,265.42
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",South Africa,1077.14
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Canada,623.376483
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Indonesia,415.66
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Switzerland,15.84
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Thailand,47.78
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Norway,24.06
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Singapore,59.13
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Poland,18.94
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Spain,88.07
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",United Kingdom,238.27
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",New Zealand,22.37
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Finland,11.4
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Sweden,30.21
"Jul 19, 2021 to Jul 25, 2021 (Week 29)",Italy,88.57
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",New Zealand,17.57
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Thailand,21.22
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",France,564.98
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Vietnam,59.68
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Canada,3375.647625
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Philippines,214.09
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Finland,137.49
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Australia,316.63
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Japan,92.91
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",United States,25358.25811
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",South Africa,1747.290471
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Sweden,207.36
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Singapore,75.64
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Switzerland,322.245715
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Ireland,338.06
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Spain,927.028298
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Germany,1068.04
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Norway,145.42
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Malaysia,45.69
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Indonesia,48.83
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Poland,311.63
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Italy,614.12
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",United Kingdom,5909.344333
"Jul 18, 2022 to Jul 24, 2022 (Week 29)",Türkiye,350.22
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Switzerland,621.23
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Spain,9.95
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Poland,5.83
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Canada,4531.241129
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Italy,1026.023142
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",United States,39033.57216
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Germany,1923.354957
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Austria,331.07998
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Türkiye,0.24
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",United Kingdom,6540.403798
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",France,757.093388
"Jul 17, 2023 to Jul 23, 2023 (Week 29)",Belgium,1.54
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Austria,14.469701
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Belgium,4.31
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Spain,10.92
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Ireland,4.05
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Norway,1.64
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Israel,33.53
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Portugal,28.46
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Denmark,26.14
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Finland,1.22
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Italy,86.89
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",United States,38336.80727
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Iceland,0.52
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",France,231.3
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",United Kingdom,1821.726732
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Sweden,7.76
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Canada,7217.229119
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Germany,406.172643
"Jul 15, 2024 to Jul 21, 2024 (Week 29)",Netherlands,17.89
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Italy,91
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Sweden,38.52
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Finland,17.44
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",United Kingdom,431.57
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Singapore,75
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Poland,22.96
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",South Africa,831.69
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Switzerland,27.24
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Spain,93.41
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Norway,26.84
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Philippines,270.96
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Indonesia,320.82
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",New Zealand,26.34
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Germany,96.95
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Malaysia,514.25
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Japan,22.34
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Ireland,61.15
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Türkiye,77.01
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Thailand,62.39
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",United States,7505.010857
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Australia,153.59
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Vietnam,56.16
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",Canada,801.88199
"Jul 12, 2021 to Jul 18, 2021 (Week 28)",France,76.67
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",United Kingdom,5345.335105
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Türkiye,396.66
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Spain,834.641716
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Norway,170.36
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Indonesia,94.52
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Poland,271.36
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Ireland,285.491859
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Finland,95.56
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Vietnam,36.29
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Switzerland,234.06
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Japan,51.72
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",France,739.87
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Singapore,77.63
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Italy,642.785
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",South Africa,1602.393686
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",United States,22373.48356
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Australia,418.76
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Canada,3003.07243
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Philippines,187.03
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Germany,1135.29
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",New Zealand,86.15
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Thailand,29.85
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Sweden,427.3
"Jul 11, 2022 to Jul 17, 2022 (Week 28)",Malaysia,78.2
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",France,786.817278
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Germany,2443.494855
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Poland,0.46
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Türkiye,12.18
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",United States,43925.09663
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Spain,12.64
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Canada,4548.714323
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Sweden,2.29
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Austria,313.658508
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Italy,1151.55193
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",United Kingdom,8407.324166
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",South Africa,1.35
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Belgium,7.7
"Jul 10, 2023 to Jul 16, 2023 (Week 28)",Switzerland,602.113899
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Norway,0.24
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Portugal,9.99
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Austria,5.13
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Denmark,9.95
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",France,59.355412
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Italy,20.2
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",United States,31612.1815
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Canada,4958.482845
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Spain,7.27
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",United Kingdom,1506.874841
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Germany,378.883274
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Israel,24.07
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Switzerland,3.71
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Finland,1.68
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Netherlands,11.28
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Sweden,22.02
"Jul 1, 2024 to Jul 7, 2024 (Week 27)",Belgium,0.87
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Ireland,171.6
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",South Africa,546.95
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Isle of Man,1.32
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",United Kingdom,2150.61
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Canada,2590.426737
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Norway,74.16
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",France,292.39
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Switzerland,92.44
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Germany,474.13
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Luxembourg,14.12
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Italy,244.093788
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Sweden,140.17
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Belgium,26.16
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Poland,133.78
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Türkiye,201.7
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",United States,19453.9225
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Spain,329.58
"Jan 9, 2023 to Jan 15, 2023 (Week 2)",Finland,79.91
"Jan 8, 2024 to Jan 14, 2024 (Week 2)",Canada,4337.477224
"Jan 8, 2024 to Jan 14, 2024 (Week 2)",United States,32562.65752
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Ireland,48.250626
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",United States,30231.1936
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Netherlands,138.5
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",France,98.302162
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Denmark,46.22
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Norway,7.16
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Italy,264.949667
